decimalLongitude;decimalLatitude;datasetName;phylum;order;family;genus;scientificName;yearcollected;depth
10.2457;56.1362;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;14.5
10.2457;56.1362;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;14.5
10.5864;56.6552;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;13.6
9.858;55.6496;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;12.7
9.858;55.6496;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;12.7
9.858;55.6496;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;12.7
9.858;55.6496;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;12.7
9.858;55.6496;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;12.7
9.858;55.6496;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;12.8
10.6065;55.9736;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;10
10.5864;56.6552;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;11
10.2462;56.1149;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.2462;56.1149;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.2462;56.1149;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.2462;56.1149;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.2462;56.1149;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.2462;56.1149;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.2462;56.1149;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.2462;56.1149;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.2462;56.1149;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.2462;56.1149;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16.6
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16.6
12.4783;56.1133;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;28
12.4783;56.1133;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;28
10.5647;55.5425;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;13
10.5647;55.5425;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;13
10.666;55.8257;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.6692;55.8162;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;12.5
10.5647;55.5425;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;13
10.5647;55.5425;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;13
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16
10.5864;56.6552;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;14.2
10.5632;55.8976;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;10.9
10.4015;55.0282;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16.6
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;4.0999999
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;4.3000002
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;4.5
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;4.5999999
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;4.6999998
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;4.8000002
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;4.9000001
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;5.1999998
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;5.1999998
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;5.1999998
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;5.1999998
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;5.3000002
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;5.4000001
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;5.4000001
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;5.4000001
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;5.4000001
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;5.5
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;5.6999998
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;5.6999998
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;6.3000002
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;6.3000002
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;6.4000001
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;6.4000001
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;6.5
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;6.5
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;6.5
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;5.6999998
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;5.8000002
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;5.9000001
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;6
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;6
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;6.0999999
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;6.0999999
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;6.0999999
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;6.0999999
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;6.1999998
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;6.5
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;6.5999999
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;6.5999999
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;6.6999998
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;6.8000002
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;6.9000001
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;6.9000001
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;7
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;7.0999999
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;7.5
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;7.5
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;7.5999999
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;7.8000002
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;7.8000002
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;7.8000002
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;7.8000002
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;7.9000001
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;8
9.6344;55.7;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;8.1000004
10.6945;55.8502;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;22.1
10.342;56.2194;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;21
10.342;56.2194;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;21
10.342;56.2194;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;21
10.342;56.2194;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;21
10.3489;56.1421;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15.8
10.3489;56.1421;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15.8
10.3489;56.1421;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15.8
10.3489;56.1421;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15.8
10.342;56.2194;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;21
10.4414;55.0249;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;13.2
9.6113;54.886;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.4143;55.0332;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16.700001
10.4143;55.0332;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16.700001
10.3687;56.2427;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;13.4
10.3687;56.2427;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;13.4
10.3687;56.2427;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;13.4
10.3687;56.2427;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;13.4
10.3687;56.2427;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;13.4
10.3687;56.2427;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;13.4
10.3687;56.2427;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;13.4
10.3687;56.2427;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;13.4
10.7514;56.6531;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;10.4
10.7514;56.6531;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;10.4
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16.299999
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16.299999
10.5177;56.8672;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;10
10.6129;55.9671;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;12.7
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16.299999
10.5864;56.6552;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;14.2
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16.299999
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16.299999
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16.299999
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16.299999
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16.299999
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16.299999
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16.299999
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16
10.3489;56.1421;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15.8
10.3489;56.1421;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15.8
10.3489;56.1421;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15.8
10.3489;56.1421;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15.8
10.3489;56.1421;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15.8
10.3489;56.1421;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15.8
8.6208;56.6775;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;4.5
10.6505;55.8211;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;9.6000004
9.858;55.6496;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;12.8
12.4783;56.1133;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;26.4
10.6665;55.8322;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15.6
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16.6
10.5864;56.6552;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;11.3
9.0747;56.6215;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;4.1999998
9.0747;56.6215;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;4.1999998
9.0747;56.6215;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;4.4000001
9.0747;56.6215;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;4.4000001
9.858;55.6496;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;12.9
9.858;55.6496;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;13
10.3687;56.2427;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;13.4
10.3687;56.2427;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;13.4
10.5959;56.5786;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;7.9000001
10.5959;56.5786;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;7.9000001
10.5864;56.6552;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;12.5
10.5864;56.6552;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;12.8
10.5177;56.8672;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;10
10.2989;56.1228;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16.200001
10.2477;57.6593;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;20.9
10.2477;57.6593;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;21.200001
10.2477;57.6593;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;21.299999
10.2477;57.6593;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;21.5
10.6732;55.8577;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;14.8
10.5049;55.7894;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16.299999
10.5177;56.8672;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;10.4
10.5177;56.8672;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;12.5
10.5177;56.8672;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;12.8
9.858;55.6496;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;13
9.858;55.6496;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;13
10.3999;56.1414;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;17.5
10.3999;56.1414;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;17.5
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16
10.3187;56.1547;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16
10.2477;57.6593;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;21.5
10.2477;57.6593;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;21.700001
10.2477;57.6593;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;21.700001
10.2477;57.6593;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;21.799999
10.2477;57.6593;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;21.9
10.2477;57.6593;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;21.9
10.2477;57.6593;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;22.1
10.2477;57.6593;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;22.200001
10.2457;56.1362;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;16
12.4783;56.1133;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;28.4
8.6133;56.6733;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;4.3000002
10.2462;56.1149;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.2462;56.1149;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.2462;56.1149;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.2462;56.1149;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.2462;56.1149;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.2462;56.1149;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.2462;56.1149;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.2462;56.1149;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.2462;56.1149;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.2462;56.1149;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.2954;56.1827;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.2954;56.1827;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.2954;56.1827;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.2954;56.1827;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.2954;56.1827;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.2989;56.1228;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15.8
10.5959;56.5786;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;7.9000001
10.5959;56.5786;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;7.9000001
10.723;56.5594;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;10.4
10.2954;56.1827;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.2954;56.1827;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
10.2954;56.1827;Danish benthic marine monitoring data from ODAM;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;15
